CVE,Risk,Host,Protocol,Port,Name,Description,Solution
,Low,192.168.170.91,tcp,22,"SSH Weak Key Exchange Algorithms Enabled","The remote SSH server is configured to allow key exchange algorithms which are considered weak.

This is based on the IETF draft document Key Exchange (KEX) Method Updates and Recommendations for Secure Shell (SSH)
draft-ietf-curdle-ssh-kex-sha2-20. Section 4 lists guidance on key exchange algorithms that SHOULD NOT and MUST NOT be
enabled. This includes:

  diffie-hellman-group-exchange-sha1

  diffie-hellman-group1-sha1

  gss-gex-sha1-*

  gss-group1-sha1-*

  gss-group14-sha1-*

  rsa1024-sha1

Note that this plugin only checks for the options of the SSH server, and it does not check for vulnerable software
versions.","Contact the vendor or consult product documentation to disable the weak algorithms."
,None,192.168.170.91,tcp,4443,"SSL/TLS Recommended Cipher Suites","The remote host has open SSL/TLS ports which advertise discouraged cipher suites. It is recommended to only enable
support for the following cipher suites:

TLSv1.3:
  - 0x13,0x01 TLS13_AES_128_GCM_SHA256
  - 0x13,0x02 TLS13_AES_256_GCM_SHA384
  - 0x13,0x03 TLS13_CHACHA20_POLY1305_SHA256

TLSv1.2:
  - 0xC0,0x2B ECDHE-ECDSA-AES128-GCM-SHA256
  - 0xC0,0x2F ECDHE-RSA-AES128-GCM-SHA256
  - 0xC0,0x2C ECDHE-ECDSA-AES256-GCM-SHA384
  - 0xC0,0x30 ECDHE-RSA-AES256-GCM-SHA384
  - 0xCC,0xA9 ECDHE-ECDSA-CHACHA20-POLY1305
  - 0xCC,0xA8 ECDHE-RSA-CHACHA20-POLY1305
  - 0x00,0x9E DHE-RSA-AES128-GCM-SHA256
  - 0x00,0x9F DHE-RSA-AES256-GCM-SHA384

This is the recommended configuration for the vast majority of services, as it is highly secure and compatible with
nearly every client released in the last five (or more) years.","Only enable support for recommened cipher suites."
,None,192.168.170.91,tcp,22,"OpenSSH Detection","An OpenSSH-based SSH server was detected on the remote host.",n/a
,None,192.168.170.91,udp,161,"SNMP Server Detection","The remote service is an SNMP agent which provides management data about the device.","Disable this service if it is not needed or restrict access to
internal hosts only if the service is available externally."
,None,192.168.170.99,tcp,80,"HTTP Server Type and Version","This plugin attempts to determine the type and the version of the
  remote web server.",n/a
,None,192.168.170.99,tcp,443,"HTTP Server Type and Version","This plugin attempts to determine the type and the version of the
  remote web server.",n/a
,None,192.168.170.99,tcp,8443,"HTTP Server Type and Version","This plugin attempts to determine the type and the version of the
  remote web server.",n/a
CVE-1999-0524,None,192.168.170.99,icmp,0,"ICMP Timestamp Request Remote Date Disclosure","The remote host answers to an ICMP timestamp request.  This allows an
attacker to know the date that is set on the targeted machine, which
may assist an unauthenticated, remote attacker in defeating time-based
authentication protocols.

Timestamps returned from machines running Windows Vista / 7 / 2008 /
2008 R2 are deliberately incorrect, but usually within 1000 seconds of
the actual system time.","Filter out the ICMP timestamp requests (13), and the outgoing ICMP
timestamp replies (14)."
CVE-1999-0632,None,192.168.170.99,udp,111,"RPC portmapper Service Detection","The RPC portmapper is running on this port.

The portmapper allows someone to get the port number of each RPC
service running on the remote host by sending either multiple lookup
requests or a DUMP request.",n/a
,None,192.168.170.99,tcp,22,"SSH Server Type and Version Information","It is possible to obtain information about the remote SSH server by
sending an empty authentication request.",n/a
,None,192.168.170.99,udp,0,"Traceroute Information","Makes a traceroute to the remote host.",n/a
,None,192.168.170.99,tcp,80,"Web Server robots.txt Information Disclosure","The remote host contains a file named 'robots.txt' that is intended to
prevent web 'robots' from visiting certain directories in a website for
maintenance or indexing purposes.  A malicious user may also be able to
use the contents of this file to learn of sensitive documents or
directories on the affected site and either retrieve them directly or
target them for other attacks.","Review the contents of the site's robots.txt file, use Robots META tags
instead of entries in the robots.txt file, and/or adjust the web
server's access controls to limit access to sensitive material."
,None,192.168.170.99,udp,161,"SNMP Query System Information Disclosure","It is possible to obtain the system information about the remote
host by sending SNMP requests with the OID 1.3.6.1.2.1.1.1.

An attacker may use this information to gain more knowledge about
the target host.","Disable the SNMP service on the remote host if you do not use it,
or filter incoming UDP packets going to this port."
,None,192.168.170.99,tcp,443,"SSL Certificate Information","This plugin connects to every SSL-related port and attempts to 
extract and dump the X.509 certificate.",n/a
,None,192.168.170.99,tcp,22,"SSH Protocol Versions Supported","This plugin determines the versions of the SSH protocol supported by
the remote SSH daemon.",n/a
,None,192.168.170.99,tcp,111,"RPC Services Enumeration","By sending a DUMP request to the portmapper, it was possible to
enumerate the ONC RPC services running on the remote port.  Using this
information, it is possible to connect and bind to each service by
sending an RPC request to the remote port.",n/a
,None,192.168.170.99,tcp,39245,"RPC Services Enumeration","By sending a DUMP request to the portmapper, it was possible to
enumerate the ONC RPC services running on the remote port.  Using this
information, it is possible to connect and bind to each service by
sending an RPC request to the remote port.",n/a
,None,192.168.170.99,udp,111,"RPC Services Enumeration","By sending a DUMP request to the portmapper, it was possible to
enumerate the ONC RPC services running on the remote port.  Using this
information, it is possible to connect and bind to each service by
sending an RPC request to the remote port.",n/a
,None,192.168.170.99,udp,59365,"RPC Services Enumeration","By sending a DUMP request to the portmapper, it was possible to
enumerate the ONC RPC services running on the remote port.  Using this
information, it is possible to connect and bind to each service by
sending an RPC request to the remote port.",n/a
CVE-2003-1567,Medium,192.168.170.99,tcp,80,"HTTP TRACE / TRACK Methods Allowed","The remote web server supports the TRACE and/or TRACK methods. TRACE
and TRACK are HTTP methods that are used to debug web server
connections.","Disable these HTTP methods. Refer to the plugin output for more information."
